,road_id,road_name,common_road_name,cway,speed_limit,network_type
60843,1091111,Dudley St,Dudley St,S,110km/h or 50km/h built up areas,Local Road
60861,1110061,Briggs St,Briggs St,S,110km/h or 50km/h built up areas,Local Road
60871,5080025,Martin St,Martin St,S,50km/h,Local Road
60888,1260060,Letchworth Centre Av,Letchworth Centre Av,S,110km/h or 50km/h built up areas,Local Road
60889,H687,Beeliar Dr on to Kwinana Fwy (Southbound),Armadale Rd on to Kwinana Fwy (Southbound),S,70km/h,State Road
60898,1210016,St Leonards St,St Leonards St,S,110km/h or 50km/h built up areas,Local Road
60909,1032369,Hanbury Loop,Hanbury Loop,S,60km/h,Local Road
60927,1070764,Leeuwin Pde,Leeuwin Pde,S,110km/h or 50km/h built up areas,Local Road
60931,H768,Karel Av on to Roe Hwy (Westbound),Karel Av on to Roe Hwy (Westbound),S,60km/h,State Road
60943,1071211,Santa Cruz Pwy,Santa Cruz Pwy,S,110km/h or 50km/h built up areas,Local Road
60948,1180146,Herbert St,Herbert St,S,110km/h or 50km/h built up areas,Local Road
60950,4050029,Congelin - Narrogin Rd,Congelin - Narrogin Rd,S,110km/h or 50km/h built up areas,Local Road
60976,8140544,Wedgetail Eagle Av,Wedgetail Eagle Av,S,50km/h,Local Road
60996,1130469,Toorak Rd,Toorak Rd,S,110km/h or 50km/h built up areas,Local Road
61004,1101280,Dellamarta Rd,Dellamarta Rd,S,110km/h or 50km/h built up areas,Local Road
61041,1091912,Vaucluse Cr,Vaucluse Cr,S,110km/h or 50km/h built up areas,Local Road
61069,4260111,Stirlingia Dr,Stirlingia Dr,S,110km/h or 50km/h built up areas,Local Road
61074,4020016,Matthews Rd,Matthews Rd,S,110km/h or 50km/h built up areas,Local Road
61081,8050045,Carnarvon - Mullewa Rd,Carnarvon - Mullewa Rd,S,110km/h or 50km/h built up areas,Local Road
61083,2121749,Munya L,Munya L,S,110km/h or 50km/h built up areas,Local Road
61118,1070876,Sextant Av,Sextant Av,S,110km/h or 50km/h built up areas,Local Road
61161,6110014,Mt Jackson Rd,Mt Jackson Rd,S,110km/h or 50km/h built up areas,Local Road
61164,2030137,Waters Ford Rd,Waters Ford Rd,S,110km/h or 50km/h built up areas,Local Road
61189,1020400,Cyril Rd,Cyril Rd,S,110km/h or 50km/h built up areas,Local Road
61197,1080410,Ballagar Rd,Ballagar Rd,S,110km/h or 50km/h built up areas,Local Road
61214,4100012,Sloan Rd,Sloan Rd,S,110km/h or 50km/h built up areas,Local Road
61219,2050176,Johnston Av,Johnston Av,S,110km/h or 50km/h built up areas,Local Road
61225,1080313,Malarkey Rd,Malarkey Rd,S,110km/h or 50km/h built up areas,Local Road
61226,1120663,Wandoo Rd,Wandoo Rd,S,110km/h or 50km/h built up areas,Local Road
61227,1251067,Crocker Wy,Crocker Wy,S,110km/h or 50km/h built up areas,Local Road
61230,2060103,Properjohn Rd,Properjohn Rd,S,110km/h or 50km/h built up areas,Local Road
61243,1100493,Tendring Wy,Tendring Wy,S,110km/h or 50km/h built up areas,Local Road
61245,1130166,Sutherland Wy,Sutherland Wy,S,110km/h or 50km/h built up areas,Local Road
61247,3060098,Bennett St,Bennett St,S,110km/h or 50km/h built up areas,Local Road
61249,1220051,Park Rd,Park Rd,S,110km/h or 50km/h built up areas,Local Road
61296,7060015,Mount Fisher - Wonganoo Rd,Mount Fisher - Wonganoo Rd,S,110km/h or 50km/h built up areas,Local Road
61297,5050632,Menang Rd,Menang Rd,S,110km/h or 50km/h built up areas,Local Road
61299,0040219,Mills Rd,Mills Rd,S,90km/h,Local Road
61313,4090003,Kwolyin West Rd.,Kwolyin West Rd.,S,110km/h or 50km/h built up areas,Local Road
61323,8030066,Blowholes Rd,Blowholes Rd,S,110km/h,Local Road
61345,1103239,Jenolan Wy,Jenolan Wy,S,110km/h or 50km/h built up areas,Local Road
61356,1301161,R.O.W. 170,R.O.W. 170,S,40km/h,Local Road
61357,1251150,Scalby St,Scalby St,S,110km/h or 50km/h built up areas,Local Road
61396,2120606,Zambesi Dr,Zambesi Dr,S,110km/h or 50km/h built up areas,Local Road
61405,2050255,Valley Rd,Valley Rd,S,40km/h,Local Road
61422,4010167,Mawson Rd,Mawson Rd,S,110km/h,Local Road
61446,1091733,Pavers Cir,Pavers Cir,S,110km/h or 50km/h built up areas,Local Road
61447,3021078,Target Rd,Target Rd,S,50km/h,Local Road
61450,1251245,Fermaner St,Fermaner St,S,110km/h or 50km/h built up areas,Local Road
61454,1140784,Crufts Wy,Crufts Wy,S,110km/h or 50km/h built up areas,Local Road
61456,1108285,Commodore Av,Commodore Av,S,70km/h,Local Road
61463,1093431,Roan Wy,Roan Wy,S,110km/h or 50km/h built up areas,Local Road
61478,1050649,Millbrook Av,Millbrook Av,S,110km/h or 50km/h built up areas,Local Road
61485,1050169,Postans Rd,Postans Rd,S,70km/h,Local Road
61498,1240134,Nelson Av,Nelson Av,S,110km/h or 50km/h built up areas,Local Road
61500,1080165,Warrington Rd,Warrington Rd,S,110km/h or 50km/h built up areas,Local Road
61524,1090247,Lakeview Dr,Lakeview Dr,S,70km/h,Local Road
61558,1140554,Stringy Bark Rmbl,Stringy Bark Rmbl,S,110km/h or 50km/h built up areas,Local Road
61579,1010081,Twelfth Rd,Twelfth Rd,S,70km/h,Local Road
61585,1062522,Martin Rd,Martin Rd,S,110km/h or 50km/h built up areas,Local Road
61642,1060153,Balmain Rd,Balmain Rd,S,110km/h or 50km/h built up areas,Local Road
61649,1091161,Montreal Rd,Montreal Rd,S,110km/h or 50km/h built up areas,Local Road
61651,1050221,Sicklemore Rd,Sicklemore Rd,S,110km/h or 50km/h built up areas,Local Road
61652,1251250,Wincanton Rd,Wincanton Rd,S,110km/h or 50km/h built up areas,Local Road
61654,1092146,Metal Cct,Metal Cct,S,110km/h or 50km/h built up areas,Local Road
61690,1103167,Dymchurch Ct,Dymchurch Ct,S,110km/h or 50km/h built up areas,Local Road
61699,1251271,Stockdale Cr,Stockdale Cr,S,110km/h or 50km/h built up areas,Local Road
61701,1250560,Coora Pl,Coora Pl,S,110km/h or 50km/h built up areas,Local Road
61702,1030959,Kentucky Ct,Kentucky Ct,S,110km/h or 50km/h built up areas,Local Road
61706,1101103,Nyunda Dr,Nyunda Dr,S,110km/h or 50km/h built up areas,Local Road
